LINK_ID,LINK_POINTS,ENCODED_POLY_LINE,ENCODED_POLY_LINE_LVLS,BOROUGH,LINK_NAME
46301796,4616204,"40.604181,-74.0523 40.60376,-74.05356 40.6034406,-74.05459 40.6030806,-74.055681 40.60224,-74.058241 40.60199,-74.059121 40.6018705,-74.060121 40.60193,-74.060961 40.60208,-74.06202 40.60233,-74.0631 40.60266,-74.064411 40.6029005,-74.06534 40.60407,-74.0",coyvFzi~bMrAzF~@lEfAxEfD~Np@nDVfEKfD]rEq@vEaAdGo@xDiFvV,BBBBBBBBBBBBB,Staten island,VNB W-SIE W SI GANTRY UPPER LEVEL - FINGERBOARD ROAD
37906450,4362252,"40.7889706,-73.790541 40.7889404,-73.789571 40.78923,-73.78775 40.78958,-73.78552 40.7896406,-73.78466 40.78952,-73.7821 40.7893705,-73.78109 40.78911,-73.77983 40.7886504,-73.778501 40.78822,-73.77755 40.78766,-73.776491 40.7871504,-73.77579 40.78654,-73",ar}wFzekaMDaEy@kJeA}LKkDV_O\iEr@{FzAiGtA}DnBsEdBkCxBmCjE_E|FwEzG_GhMyMzE}CfJmDnKmEtImFjG{FnLgOlCqCtDiCnI_DxQyE|CaBnGsGpBeD~A}DpFsV`CgG~BaEtFqGxAeBzBiFtA{Ft@oHS_CwAmDiBuDa@oA}OyZcAaDoA}EmBwHiBwEgHkMaBoDsAmEaBiHk@{E,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,Queens,CIP N LIE ramp - TNB
16185977,4456494,"40.7262006,-74.01112 40.7252805,-74.01128 40.7218105,-74.011981 40.7195505,-74.012471 40.71654,-74.013231 40.714451,-74.01376 40.71251,-74.01429 40.7108405,-74.014721 40.7086904,-74.01542 40.7079305,-74.01572 40.7072,-74.01598",wiqwFnhvbMvD^xb@lFxQvCrb@hHlLjChHnBPgBh@gA\\|@WzANnDv@\\|Cl@\\|ATvBT`E?fFKzD{@zDcAvC}@dD}@zFaBtF}AtF{ApH}DnIqEnOcI~McHxLeGlHcCjHeF,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,Manhattan,West St S Spring St - BBT Manhattan Portal outbound
25193812,4616192,"40.61052,-74.09769 40.610561,-74.09586 40.6102405,-74.093881 40.60983,-74.09251 40.60698,-74.08574 40.6065004,-74.083851 40.60616,-74.081781 40.60596,-74.076011 40.6054704,-74.073421 40.60389,-74.06922",wvzvFnegcMGmJ~@kKpAoGxPki@~AyJbA}Kf@ac@`BeOzHgY,BBBBBBBBBB,Staten Island,SIE E CLOVE ROAD - FINGERBOARD ROAD
43606229,4616312,"40.7992604,-73.828251 40.79751,-73.827091 40.795711,-73.8258 40.7932906,-73.82419 40.7925904,-73.82378 40.791681,-73.823501 40.7907606,-73.823421 40.7886106,-73.82362 40.7870405,-73.82414 40.78439,-73.8247 40.78249,-73.825031 40.7817,-73.82527 40.78065,-7",kr_xFpqraM|IgFfJaGbNaIjCqAtDw@vDOlLf@xHfBpOnBzJ`A|Cn@pEfBz[|O|HzEtBdBnElFhElHbAxB,BBBBBBBBBBBBBBBBBBB,Queens,BWB S Queens Anchorage - WSE S Exit 14 (Linden Pl)
53575429,4616226,"40.61632,-74.0263 40.61928,-74.02375 40.6237206,-74.019951 40.6248,-74.01925 40.62583,-74.018741 40.6279506,-74.017891 40.63065,-74.01698 40.63237,-74.016321 40.6332305,-74.016151",_{{vFjgybMoQ}NwZwVwEkCmEeBgLiD{OuDwIcCkDa@,BBBBBBBBB,Brooklyn,GOW S 7TH AVENUE - 92ND STREET
18062221,4456501,"40.68036,-74.00441001 40.6822,-74.0057201 40.6837,-74.006440 40.68563,-74.00757 40.6941205,-74.01288001 40.7002801,-74.01529001 40.70121,-74.0156 40.703434,-74.0156101 40.70499,-74.01519 40.70609,-74.01468",gkhwFp~tbMoJdGkHnCaK`Fat@d`@oe@`NyD\\\\\\|@{L@wHsA{EeB,BBBBBBBBBB,Manhattan,BBT W Toll Plaza - Manhattan Portal
40928946,4616267,"40.8304204,-73.850811 40.83156,-73.854671 40.83238,-73.857341 40.83312,-73.859891 40.83335,-73.86046 40.83352,-73.86113 40.8337406,-73.862011 40.83415,-73.86333 40.8345205,-73.86458 40.8350406,-73.866311",cuexFp~vaMcFbWcDtOsC|Nm@pBa@dCk@nDqAfGiAxFgBxI,BBBBBBBBBB,Bronx,CBE W CASTLE HILL AVENUE - TAYLOR AVENUE
14763409,4616323,"40.77158,-73.994441 40.7713004,-73.99455 40.77085,-73.99467 40.76997,-73.99481 40.7701604,-73.99477 40.76986,-73.994831 40.7695406,-73.99496 40.769341,-73.99508 40.768311,-73.9958 40.768311,-73.9958 40.76623,-73.99733 40.76623,-73.99733 40.76547,-73.9979",kezwFf`sbMv@TxAVnDZe@Gz@J~@Xf@VlEnC??~KpH??vCpB??zEbD??dC`B,BBBBBBBBBBBBBBBBB,Manhattan,12th Ave S 57th St - 45th St
39269303,4616225,"40.7723304,-73.91979 40.77384,-73.92192 40.77445,-73.922581 40.7754706,-73.923431 40.7784005,-73.92561 40.7810604,-73.927591 40.7836405,-73.929571 40.7843,-73.92986 40.7851,-73.929921 40.7858105,-73.929781 40.78627,-73.92955 40.78674,-73.92923 40.7879605,",ajzwFtmdbMmHhLyBbCkEhDiQrLsOjKcOjKcCx@_DJmC[{Am@}A_AsFyEsJkIgPkM{BiBuDiDkFiF{DsCuDaCqC_BqEuDeUwOcAkA,BBBBBBBBBBBBBBBBBBBBBBBB,Queens,TBB N QUEENS ANCHORAGE - BE N
32856270,4616208,"40.6077805,-74.14091 40.60826,-74.132101",sezvFtsocM_Bav@,BB,Staten Island,SIE W BRADLEY AVENUE - WOOLEY AVENUE
5923021,4616212,"40.6020904,-74.1877 40.600331,-74.18943 40.59783,-74.19099 40.592071,-74.193131 40.5907404,-74.19333 40.5902,-74.19332",abyvFbxxcM~IxIrNvH~b@jLhGf@jBA,BBBBBB,Staten Island,WSE N VICTORY BLVD - SOUTH AVENUE
35272185,4763656,"40.6039704,-74.052281 40.604651,-74.05021 40.60737,-74.04182 40.60795,-74.039971 40.608211,-74.03919",ymyvFvi~bMgC}K_Pms@sBqJs@{C,BBBBB,Brooklyn,VNB E SI GANTRY LOWER LEVEL - BROOLKYN GANTRY LOWER LEVEL
48499321,4456496,"40.814761,-73.83668 40.81354,-73.83659 40.8130504,-73.8365 40.8124505,-73.83638 40.8118404,-73.836121 40.8111,-73.83562 40.8049306,-73.831821 40.79925,-73.828251",gsbxFfftaMrFQ`BQvBWxBs@rCcBpe@wVnb@iU,BBBBBBBB,Bronx,BWB S Toll Plaza - Queens Anchorage
3430509,4362249,"40.7442206,-73.771661 40.7454306,-73.76907 40.745701,-73.76831 40.7465005,-73.7654 40.7476404,-73.76128 40.7480905,-73.76008 40.7488704,-73.75842 40.7492,-73.757551 40.74947,-73.75658 40.75032,-73.75319 40.7506906,-73.75108 40.7508404,-73.75023 40.75104,-",kztwFzogaMqFeOu@wC_DeQcFwXyAoF{CkIaAmDu@aEiDeTiAeL]iDg@mEqA{E_B_EeCgEgGsKiLmScIkNoH}N}AeEaAaEqC_KqAuDaCsE_EgHqByEaBiGw@kDi@wE,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,Queens,LIE WB LITTLE NECK PKWY - NB CIP
28612044,4616332,"40.7606904,-73.956791 40.7601606,-73.95751 40.75941,-73.9582 40.758081,-73.959251 40.75674,-73.96034 40.75594,-73.960941 40.7548505,-73.9623 40.7535,-73.96347 40.7530804,-73.963941 40.7527204,-73.96419 40.75171,-73.96518 40.75041,-73.96625 40.7492,-73.967",iaxwF\\\\\\\\\\\\\\\\\\\\\\|tkbMhBnCtChChGpEjGxE~CvBxEnGlGhFrA\\\\\\\\\\\\\\\\\\\\\\|AfAp@hEdEbGtEpF~DzE\\\\\\\\\\\\\\\\\\\\\\|DvGhFlGhG~CxB\\\\\\\\\\\\\\\\\\\\\\|EjC~BfA`Dv@zMfBxAd@bChApBrA~DfC,BBBBBBBBBBBBBBBBBBBBBBBBB,Manhattan,FDR S 63rd - 25th St
57864680,4616193,"40.61052,-74.09769 40.6101,-74.10893 40.61028,-74.1105 40.61097,-74.113 40.6110705,-74.115671 40.61079,-74.11726 40.60938,-74.12241 40.6084306,-74.127401 40.60804,-74.13212",wvzvFpegcMrAfeAc@vHiCtNSrOv@\\|HxGf_@\\|Db^lAp\,BBBBBBBBB,Staten Island,SIE E BRADLEY AVENUE - CLOVE ROAD
27265874,4616355,"40.66639,-73.76248 40.66579,-73.75706 40.66574,-73.7563 40.66571,-73.7494 40.66542,-73.74244 40.66552,-73.74173 40.66564,-73.74133 40.66592,-73.74068 40.6661,-73.74033 40.66662,-73.73964 40.6671,-73.73915 40.66821,-73.7382 40.67221,-73.73551 40.6737,-73.7",}sewFnveaMvB{`@HwCDcj@x@oj@SmCWoAw@aCc@eAgBiC_BaB}E}D_XyOiHeFeIwGgTeS_TwMsFsCWE,BBBBBBBBBBBBBBBBBBB,Queens,Belt Pkwy E 182nd St - Laurelton Pkwy N @ SSP
55242524,4616357,"40.66673,-73.78649 40.66642,-73.78958 40.66642,-73.78958 40.66642,-73.790421 40.6665006,-73.79161 40.666771,-73.793241 40.666771,-73.793241 40.6667404,-73.796111 40.6667404,-73.796111 40.6667205,-73.799361 40.6668105,-73.799681 40.6669706,-73.79989 40.666",avewFpljaM\\\\\\\\|@hR???fDOlFu@dI??D\\\\\\\\|P??BhSQ~@_@h@??uDdDcAf@}ANiEQkIG??{GXeC^gBj@EH??qQlGiSvHuC\\\\\\\\|@u]bNwd@jTwQfI{K`GkPxHqPlG,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,Queens,Belt Pkwy W JFK Expressway - VWE N Jamaica Ave
2415004,4456501,"40.68036,-74.00441001 40.6822,-74.0057201 40.6837,-74.006440 40.68563,-74.00757 40.6941205,-74.01288001 40.7002801,-74.01529001 40.70121,-74.0156 40.703434,-74.0156101 40.70499,-74.01519 40.70609,-74.01468",gkhwFp~tbMoJdGkHnCaK`Fat@d`@oe@`NyD\\\\\\|@{L@wHsA{EeB,BBBBBBBBBB,Manhattan,BBT W Toll Plaza - Manhattan Portal
28796153,4616298,"40.7278806,-73.832761 40.7270705,-73.83231 40.7265105,-73.831911 40.72603,-73.8314 40.724771,-73.829501 40.72428,-73.82886 40.72379,-73.828341 40.72326,-73.827851 40.7224605,-73.82729 40.721951,-73.82696 40.7215205,-73.826681 40.7209605,-73.826371 40.7204",gtqwFvmsaM`DyAnBoA~AeBzF{J`B_C`BgBhBaB~CoBdBaAtAw@nB}@\\|Ac@pAOx@Ez@AfCNj@Bh@LhDRtAExAQhA[x@Y~AcAxE}DbBeAjAg@t@Ur@c@tJgLlAwAdAy@t@q@jEcDvC_B\\|EeCp@a@x@_@bMwFtBq@xGcC,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,Queens,VWE N MP4.63 (Exit 6 - Jamaica Ave) - MP6.39 (Exit 11 Jewel Ave)
15709271,4616355,"40.66639,-73.76248 40.66579,-73.75706 40.66574,-73.7563 40.66571,-73.7494 40.66542,-73.74244 40.66552,-73.74173 40.66564,-73.74133 40.66592,-73.74068 40.6661,-73.74033 40.66662,-73.73964 40.6671,-73.73915 40.66821,-73.7382 40.67221,-73.73551 40.6737,-73.7",}sewFnveaMvB{`@HwCDcj@x@oj@SmCWoAw@aCc@eAgBiC_BaB}E}D_XyOiHeFeIwGgTeS_TwMsFsCWE,BBBBBBBBBBBBBBBBBBB,Queens,Belt Pkwy E 182nd St - Laurelton Pkwy N @ SSP
14198473,4616217,"40.6167105,-74.15242 40.61572,-74.15276 40.6148106,-74.152971 40.6140506,-74.15282 40.61301,-74.15227 40.61034,-74.150871 40.6096,-74.150101",m}{vFr{qcMdEbAtDh@vC]nEmBtOwGrCyC,BBBBBBB,Staten Island,SIE W - MLK N WOOLEY AVENUE - WLAKER STREET
46158741,4620330,"40.85513,-73.91865 40.8526305,-73.920881 40.85,-73.923291 40.84653,-73.92628 40.84525,-73.92703 40.84454,-73.927421 40.8442606,-73.927411 40.844,-73.927191 40.84387,-73.92681 40.84396,-73.92623 40.84438,-73.92534 40.8449,-73.92503 40.84539,-73.92532 40.84",qojxFpfdbMrN|LlO`NtTtQ~FtClClAv@Ar@k@XkAQsBsAqDgB}@aBx@k@bCZnC,BBBBBBBBBBBBBBB,Bronx,MDE S HARLEM RIVER PARK - GWB W AMSTERDAM AVENUE LOWER LEVEL
15796804,4616220,"40.6162405,-74.02612 40.61923,-74.02361 40.62362,-74.019831 40.6248406,-74.019061 40.62579,-74.01859 40.6279004,-74.017721 40.63049,-74.01676 40.63239,-74.016061 40.63336,-74.01586",oz{vFffybMuQuNmZsVsFyC}D}AeLmDeO_E{JkCaEg@,BBBBBBBBB,Brooklyn,GOW N 92ND STREET - 7TH AVENUE
53555496,4616282,"40.65632,-74.11972 40.655041,-74.12241 40.6544106,-74.124361 40.6541206,-74.125881 40.654011,-74.127141 40.65429,-74.13302 40.6542505,-74.133981 40.65404,-74.134611 40.6535805,-74.135461 40.6533,-74.135771 40.64786,-74.13964 40.64705,-74.140071 40.6444705",_ucwFfokcM~FxO|BdKx@nHTzFw@vc@F~Dh@|BzAhDv@|@~`@dW`DtAbObFv]rKpUhHfFvAtMtBfH`@,BBBBBBBBBBBBBBBBBB,Staten Island,ROUTE 169 S - MLK WALKER STREET
24765110,4616241,"40.7626006,-73.839671 40.7613906,-73.83898 40.7610504,-73.83887 40.7605406,-73.83879 40.76001,-73.838821 40.75831,-73.83897 40.75788,-73.8389340.75562,-73.83847 40.75513,-73.83834 40.75455,-73.83811 40.7513,-73.835911 40.75041,-73.8353 40.7498406,-73.8350",gmxwF\\\\\\\\\\\\|xtaMpFiCbAUdBOhBDrI\tAGbM{A`BYrBm@hSwLpDyBpBw@\\\\\\\\\\\\|A_@jBMrCLbEjA~BdBjCvBf@XnAlAbBhAvB\\\\\\\\\\\\|@xAZdBRtABjCItKoBpGmAvTcAfCc@\\\\\\\\\\\\|EeBt`@oP,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,Queens,VWE S MP8.65 (Exit 13 Northern Blvd) - MP6.39 (Exit 11 Jewel Ave)
12584071,4456498,"40.8251205,-73.83637 40.82442,-73.83629 40.82285,-73.836221 40.8214506,-73.836211 40.8189206,-73.83636 40.81526,-73.83669 40.81479,-73.83668",_tdxFhdtaMjCOxHMvGAxN\zU`A\\|AA,BBBBBBB,Bronx,HRP S Lafayette Ave - BWB S Toll Plaza
34379763,4616338,"40.7607,-74.002141 40.76212,-74.91 40.76335,-73.999271 40.76491,-73.99805 40.7667406,-73.996681 40.7693,-73.994801 40.7699605,-73.994521 40.7710104,-73.99438 40.7715106,-73.9942",kaxwFjptbM{GuFuFgIwHsFmJqG_OwJcCw@qE[cBc@,BBBBBBBBB,Manhattan,12th Ave N 40th - 57th St
18704781,4616271,"40.69158,-73.99929 40.69221,-73.999531 40.69286,-73.99952 40.69335,-73.999361 40.69411,-73.99907 40.6950804,-73.998591 40.6974105,-73.997481 40.69959,-73.99644 40.6998306,-73.996271 40.70022,-73.9959 40.70053,-73.995471 40.7008805,-73.9949 40.70116,-73.99",kqjwFp~sbM}Bn@aCAaB_@wCy@aE_BqM}EsLoEo@a@mAiA}@uAeAqBw@mB{@_Di@sDKkC?uCLeC^sF`A{LZ}B\{An@{A`A{AdCmCx@_AfGaHnCuC\\\\|@eAlAsC\oBN{CnBsuAQmDc@yBiAeCkBeBoDeAeMqCaGyBsEyByN_HcKyE}KqFgFaCkDq@uCoAaC_B{DmEeCyCaKyMyIkO,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,Brooklyn,BQE S LEONARD STREET - ATLANTIC AVENUE
40622124,4616333,"40.736971,-73.97477 40.73651,-73.975011 40.73595,-73.97506 40.73512,-73.974911 40.734061,-73.974611 40.7327304,-73.974281 40.731711,-73.97403 40.7313705,-73.973851 40.73096,-73.97359 40.73067,-73.97328 40.73019,-73.972671 40.72966,-73.972181 40.72914,-73.",amswFheobMzAn@nBHdD]rE{@hGaAjEq@bAc@pAs@x@}@~AyBhBaBfB{@vBU~ADpBNnCXnB`@zCpAtEdCjE`CxBhAvAl@hC\pCPbDPlDPpDZ|B\|Cz@fA\XVbGzBpElBfIfDpAz@dBvBl@lAf@dC`@`EVtKXnIj@dKt@vN|@tL|AvSh@lH,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,Manhattan,FDR S 25th St - Catherine Slip
48679042,4329473,"40.7578106,-73.996801 40.7604506,-74.003221 40.762021,-74.00705 40.76621,-74.01712",iowwF~nsbMoObg@yH|VeY|}@,BBBB,Manhattan,LINCOLN TUNNEL E CENTER TUBE NJ - NY
23055686,4616257,"40.69153,-73.99911 40.6922605,-73.99937 40.6928906,-73.99937 40.6933406,-73.99925 40.69406,-73.99898 40.695,-73.99853 40.697371,-73.99741 40.699431,-73.99642 40.69977,-73.9962 40.7001405,-73.99584 40.7004504,-73.995421 40.7007905,-73.994881 40.7010805,-7",aqjwFl}sbMqCr@}B?yAWoCu@{DyAyM_F{KeEcAk@iAgA}@sAcAkBy@kBy@}Ck@kDMmCA{CNyB`@qFbAcMXuB\wAf@qAbA{AbCqCx@aAfGaHhCwChAkAnAkC`@wBP_DpBavAKkDiAkEuAmByBaB_Cg@{LqCuFmBiFeCgNuGqKcFwKmF}EmCcCuAiC}AyCgBaFeD}B{BeKwMyIwN,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,Brooklyn,BQE N ATLANTIC AVENUE - LEONARD STREET
1224902,4616338,"40.7607,-74.002141 40.76212,-74.91 40.76335,-73.999271 40.76491,-73.99805 40.7667406,-73.996681 40.7693,-73.994801 40.7699605,-73.994521 40.7710104,-73.99438 40.7715106,-73.9942",kaxwFjptbM{GuFuFgIwHsFmJqG_OwJcCw@qE[cBc@,BBBBBBBBB,Manhattan,12th Ave N 40th - 57th St
14285943,4329507,"40.75719,-73.99724 40.76017,-74.00382 40.76185,-74.00725 40.76608,-74.01726",mkwwFvqsbMsQbh@oIlTmYp}@,BBBB,Manhattan,LINCOLN TUNNEL W NORTH TUBE NY - NJ
23710726,4616193,"40.61052,-74.09769 40.6101,-74.10893 40.61028,-74.1105 40.61097,-74.113 40.6110705,-74.115671 40.61079,-74.11726 40.60938,-74.12241 40.6084306,-74.127401 40.60804,-74.13212",wvzvFpegcMrAfeAc@vHiCtNSrOv@\\\\|HxGf_@\\\\|Db^lAp\,BBBBBBBBB,Staten Island,SIE E BRADLEY AVENUE - CLOVE ROAD
7800576,4763651,"40.60425,-74.052331 40.6048705,-74.05037 40.6076204,-74.041901 40.6082306,-74.04004 40.6083206,-74.03977 40.60846,-74.03933",qoyvF`j~bM{BgKeP}s@yBsJQu@[wA,BBBBBB,Brooklyn,VNB W BROOKLYN GANTRY LOWER LEVEL - SI GANTRY LOWER LEVEL
28597763,4362251,"40.7537504,-73.744391 40.75605,-73.740851 40.7576705,-73.738391 40.7591904,-73.735841 40.7596604,-73.734851 40.75999,-73.73388 40.7607206,-73.73196 40.76113,-73.731051 40.76178,-73.72999 40.76274,-73.72851 40.7633104,-73.727421 40.7638,-73.72609 40.76408,",}uvwFlebaMkMcUcIkNoH}N}AeEaAaEqC_KqAuDaCsE_EgHqByEaBiGw@kDi@wE,BBBBBBBBBBBBBB,Queens,LIE WB LITTLE NECK PKWY - NB CVE
39473408,4620332,"40.84671,-73.931941 40.8460306,-73.930181 40.84539,-73.92753 40.8456,-73.925891 40.8448604,-73.92471 40.84488,-73.92327 40.8451305,-73.91885 40.8452706,-73.913131 40.84516,-73.909371",}zhxFryfbMfC_J~BqOlAgIZkFC_Hq@sZ[wb@ToV,BBBBBBBBB,Bronx,CBE W MORRIS AVE - GWB W AMSTERDAM AVE (L/LVL)
18617747,4616225,"40.7723304,-73.91979 40.77384,-73.92192 40.77445,-73.922581 40.7754706,-73.923431 40.7784005,-73.92561 40.7810604,-73.927591 40.7836405,-73.929571 40.7843,-73.92986 40.7851,-73.929921 40.7858105,-73.929781 40.78627,-73.92955 40.78674,-73.92923 40.7879605,",ajzwFtmdbMmHhLyBbCkEhDiQrLsOjKcOjKcCx@_DJmC[{Am@}A_AsFyEsJkIgPkM{BiBuDiDkFiF{DsCuDaCqC_BqEuDeUwOcAkA,BBBBBBBBBBBBBBBBBBBBBBBB,Queens,TBB N QUEENS ANCHORAGE - BE N
39081140,4616212,"40.6020904,-74.1877 40.600331,-74.18943 40.59783,-74.19099 40.592071,-74.193131 40.5907404,-74.19333 40.5902,-74.19332",abyvFbxxcM~IxIrNvH~b@jLhGf@jBA,BBBBBB,Staten Island,WSE N VICTORY BLVD - SOUTH AVENUE
55990024,4616200,"40.5900505,-74.19356 40.59141,-74.19352 40.59413,-74.19266 40.5984005,-74.19099 40.59978,-74.19014 40.60139,-74.188741 40.60213,-74.187981",yvvvFv\\\\\\\\|ycMoGG_PkDuYmIsGiDaIwGsCwC,BBBBBBB,Staten Island,WSE S SOUTH AVENUE - VICTORY BOULEVARD
49195831,4616261,"40.83037,-73.85062 40.82996,-73.849251 40.8294605,-73.847771 40.8290406,-73.84645 40.8288104,-73.84523 40.8288104,-73.844191 40.82898,-73.842891 40.8298604,-73.838141 40.83005,-73.836841 40.83006,-73.83578 40.8300205,-73.834511 40.8300906,-73.833971 40.83",ytexFj}vaMpAqGbBgHrAgGl@sF?oEa@cGoDu\e@cGAsEF}FMkBe@{Ci@}AyN}XqEcLyA}B_As@uA}@{AWiBEaBRoEdA}DZ,BBBBBBBBBBBBBBBBBBBBBBBB,Bronx,BE S Griswold - Castle Hill Avenue
33201151,4456494,"40.7262006,-74.01112 40.7252805,-74.01128 40.7218105,-74.011981 40.7195505,-74.012471 40.71654,-74.013231 40.714451,-74.01376 40.71251,-74.01429 40.7108405,-74.014721 40.7086904,-74.01542 40.7079305,-74.01572 40.7072,-74.01598",wiqwFnhvbMvD^xb@lFxQvCrb@hHlLjChHnBPgBh@gA|@WzANnDv@|Cl@|ATvBT`E?fFKzD{@zDcAvC}@dD}@zFaBtF}AtF{ApH}DnIqEnOcI~McHxLeGlHcCjHeF,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,Manhattan,West St S Spring St - BBT Manhattan Portal outbound
5852664,4616216,"40.63089,-74.14569 40.6298,-74.14569 40.62883,-74.14556 40.62805,-74.145451 40.6272105,-74.14546 40.62642,-74.1456 40.6255106,-74.14595 40.6247904,-74.14614 40.6241404,-74.146441 40.6234004,-74.146791 40.6226205,-74.14725 40.6217004,-74.147961 40.61916,-7",av~vFpqpcMxE?`EYzCUfD@\\\\|CZtDdAnCd@`Cz@rCdAzCzAvDlCzNlNfEfEbChBhD~AjJnBnVzDtA]\\\\|@cBD_Bq@qAaBD,BBBBBBBBBBBBBBBBBBBBBBB,Staten Island,SIE E-MLK N RICHMOND AVENUE - WALKER STREET
1637237,4616250,"40.84064,-73.83831 40.83881,-73.83853 40.8346304,-73.83839 40.83261,-73.83804 40.83066,-73.837521 40.8280704,-73.83668 40.82495,-73.836211",_ugxFlptaMlJj@bY[rKeAdKgBdOgDnR}A,BBBBBBB,Bronx,HRP N LAFAYETTE AVENUE - E TREMONT AVENUE
12129446,4456479,"40.79789,-73.91988 40.79771,-73.92004 40.79758,-73.92022 40.7974704,-73.92059 40.797501,-73.92109 40.79766,-73.92165 40.79811,-73.922631 40.79834,-73.922991 40.79872,-73.92381 40.799091,-73.924681 40.7993305,-73.92524 40.7999805,-73.926881 40.80096,-73.92",yi_xFfndbMb@^Xb@ThAEbB_@nByAbEm@fAkAbDiAlDo@nBaCfIcEfMkBnGeAhD,BBBBBBBBBBBBBBB,Queens,BE S TBB EXIT RAMP - MANHATTAN LIFT SPAN
3436802,4616364,"40.73744001,-73.85188001  40.737015,-73.85373001  40.73673,-73.85543001  40.736526,-73.85631001  40.735335,-73.86033  40.73384,-73.86514001  40.732064,-73.87065001  40.731755,-73.87178  40.730294,-73.87656001  40.72977,-73.87796",_pswFfewaMtApJv@rIh@nDlFbXhH`]bJla@\\\\\\\\|@`FbHz\fBvG,BBBBBBBBBB,Queens,LIE W 108TH ST - 84TH ST
26155406,4456477,"40.77223,-73.919941 40.77367,-73.92198 40.7744206,-73.92278 40.77714,-73.924911 40.781071,-73.92788 40.78311,-73.929421 40.7837106,-73.929871 40.7842205,-73.93008 40.78477,-73.93017 40.78549,-73.93011 40.78604,-73.92991 40.78665,-73.92953 40.78972,-73.926",mizwFrndbM_HvKuC~C_PhLqWpQwKrHwBxAeBh@mBPoCKmBg@yBkAeRwOgFqDqGwFmDgDwE{DiJyHqDkCsGmE{DsCwCmByGoE}AcAmAo@,BBBBBBBBBBBBBBBBBBBBBBBBB,Queens,MDE S TBB EXIT RAMP - QUEENS ANCHORAGE
7364955,4456450,"40.80069,-73.92878 40.8013005,-73.930181 40.8014104,-73.93057 40.80143,-73.93084 40.80133,-73.93106 40.8011404,-73.931261 40.80084,-73.931271 40.8006704,-73.93115 40.8005206,-73.930951 40.8001805,-73.930151 40.8705,-73.929931 40.7998905,-73.92972 40.79972",i{_xFzefbMyBvGUlACt@Rj@d@f@z@@`@W\g@bA_DTk@b@i@`@a@n@YhAKjGYp@M`DTtCf@\\\\\\\\|@\xBrA~@z@dBnD,BBBBBBBBBBBBBBBBBBBBBBB,Manhattan,FDR N - TBB E 116TH STREET - MANHATTAN TRUSS
45430139,4616260,"40.8242005,-73.874361 40.8249804,-73.868411 40.8254,-73.865281 40.82591,-73.860311 40.8266906,-73.854581 40.8273104,-73.84998",gndxFvq{aM{Ced@sAqReBa^{Cyb@{Bw[,BBBBBB,Bronx,BE S CASTLE HILL AVENUE - STRATFORD AVENUE
37543280,4362250,"40.78795,-73.790191 40.78647,-73.78812 40.7862104,-73.787781 40.78587,-73.787381 40.7854106,-73.786931 40.7846506,-73.786261 40.7843806,-73.786071 40.78327,-73.78547 40.78266,-73.785271 40.7795604,-73.78463 40.77606,-73.78439 40.77373,-73.78426 40.77273,-",uk}wFtckaMfH}Kr@cAbAoAzAyAvCeCt@e@|EwBxBg@jR_CzTo@pMYfEi@jCk@de@}RbReIrLyEve@sJxMmDb[iL|CwApFkCfAuAPaDcBkKc@uD,BBBBBBBBBBBBBBBBBBBBBBBBBB,Queens,CVE NB GCP - WILLETS PT BLVD
54517333,4616320,"40.7894406,-73.786291  40.78918,-73.78792  40.78876,-73.789521  40.7882704,-73.790631  40.7872906,-73.79263  40.7866804,-73.7941  40.7864,-73.794901  40.7861204,-73.796241  40.78602,-73.79693  40.78596,-73.79837  40.78615,-73.80182  40.786331,-73.80525  4",_u}wFhkjaMr@dI~A~HtA|EbEnKxBdHv@~Cv@jGRhCJ~G[pTm@lT}@nS[vB@p@]dHiAlPo@tEiA|Fu@nCoDvKiAhFa@`DSxCAbAFfAb@lB`AbBjBjA??xHfBpOnBzJ`A|Cn@pEfBz[|O|HzEtBdBrEjFjEjHhAzB,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,Queens,CIP N TNB - Whitestone Expwy S Exit 14 (Linden Pl)
